pop,V1,V2,V3,V4,V5,V6,V7,V8,V9
Espana,0.00001,0.00001,0.99992,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
Espana,0.00001,0.00001,0.99992,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
Espana,0.00001,0.00001,0.99992,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
Espana,0.00001,0.00001,0.99992,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
Espana,0.00001,0.00001,0.99992,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
Espana,0.00001,0.00001,0.99992,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
Espana,0.00001,0.00001,0.99992,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
Espana,0.00001,0.00001,0.99992,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
BlancoTlaxcala,0.062857,0.00001,0.019273,0.015482,0.00001,0.282686,0.614547,0.005124,0.00001
BlancoTlaxcala,0.00001,0.00001,0.00001,0.00001,0.00001,0.000011,0.999919,0.00001,0.00001
BlancoTlaxcala,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
BlancoTlaxcala,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
BlancoTlaxcala,0.00001,0.00001,0.00001,0.031393,0.00001,0.00001,0.968537,0.00001,0.00001
BlancoTlaxcala,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
BlancoTlaxcala,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
BlancoTlaxcala,0.00001,0.00001,0.013516,0.012524,0.00001,0.083034,0.890875,0.00001,0.00001
BlancoTlaxcala,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
BlancoTlaxcala,0.00001,0.00001,0.000013,0.015228,0.00001,0.065642,0.919068,0.00001,0.00001
BlancoTlaxcala,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
BlancoTlaxcala,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
Durango,0.00001,0.00001,0.00001,0.00001,0.00001,0.042544,0.957386,0.00001,0.00001
Durango,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
Durango,0.00001,0.00001,0.014033,0.00001,0.00001,0.00001,0.985897,0.00001,0.00001
Durango,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
Durango,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
Durango,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
Durango,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
Durango,0.00001,0.00001,0.010644,0.00001,0.00001,0.100847,0.888448,0.00001,0.00001
VillaUnion,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
VillaUnion,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
VillaUnion,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
VillaUnion,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
VillaUnion,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
VillaUnion,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
VillaUnion,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
VillaUnion,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
VillaUnion,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
VillaUnion,0.067597,0.00001,0.00001,0.00001,0.00001,0.00001,0.932333,0.00001,0.00001
VillaUnion,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
VillaUnion,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
Regocijo-C,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
Regocijo-C,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
Regocijo-C,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
Regocijo-C,0.00001,0.000019,0.00001,0.00001,0.00001,0.00001,0.999911,0.00001,0.00001
Regocijo-C,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.99992,0.00001,0.00001
